Species	10A	10B	10C	10D	10F	11A	11B	11C	11D	11F	12A	12B	12C	12D	12F	13A	13C	13D	13F	14A	14B	14C	14D	14F	15A	15B	15C	15D	16A	16B	16C	16D	16F	18A	18B	18C	18D	18F	19A	19B	19C	19D	20A	20B	20C	20D	20F	21A	21B	21C	21F	22A	22B	22C	22D	22F	23A	23B	23C	23D	23F	24A1	24A2	24B	24D	24F	25A	25B	25C	25F	26A	26B	26C	26D	26F	27A	27B	27C	27D	28A	28B	28C	28D	28F	29A	29C	29D1	29D2	30A	30B	30C	30D	30F	31A	31B	31C	31D	31F	32A	32B	32C	32D1	32D2	32F	33A	33B	33C	33D	33F	34A	34B	34C	34D	35A	35B	35C	35D	3A	3B	3C	3D	3F	4A	4B	4C	4D	4F	6A	6B	6C	6D	6F	7A	7B	7C	7D
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;?;?	0	637	1351	0	3313	35	11617	3811	8518	4451	0	36	64	2	293	1310	301	6	740	0	3	115	0	263	0	12	0	0	109	521	396	99	533	1	1	0	8	0	4655	1179	202	14205	1	97	13	3	34	98	183	488	45	1713	474	1461	1342	210	0	296	519	0	544	973	274	886	0	356	2657	0	240	1117	78	39	86	6	889	148	3	405	0	0	10	11	536	1	1299	106	1124	158	40	37	12	500	682	0	1358	56	241	249	9093	372	81	10187	14562	287	0	5	166	0	212	168	22	1	1265	3	102	26	412	0	0	0	0	0	0	0	0	2	4	0	0	45	0	68	307	15	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;?	0	70	116	0	242	0	0	0	0	0	0	17	3	0	14	2	11	0	0	0	0	7	0	4	0	1	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	16	6	0	6	0	0	0	0	3	67	0	0	0	0	0	0	0	0	0	0	0	25	0	32	0	0	0	0	0	0	18	0	12	0	0	4	0	0	0	9	0	24	0	19	0	0	0	2	36	0	0	0	0	0	0	2	0	0	33	0	0	3	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	3	0	30	0	0	4	0	2	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;Agathobaculum butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	6	9	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-008;?	0	0	0	0	0	0	36	17	14	16	0	0	0	0	1	0	5	0	5	0	0	4	0	3	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	5	0	0	0	4	0	0	10	3	0	0	0	218	0	0	0	0	53	0	7	0	28	0	1	0	0	0	0	0	141	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	139	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-009;?	0	0	2	0	4	0	0	26	0	108	0	12	6	0	64	26	14	0	74	0	0	35	0	21	0	8	0	0	0	8	70	0	21	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	254	0	0	0	0	0	31	0	0	0	0	23	0	0	0	0	56	0	0	26	34	0	0	17	0	44	0	0	120	0	0	0	22	0	15	0	166	0	0	0	0	0	55	129	0	8	2	0	1	0	0	96	0	0	196	0	3	125	0	53	0	0	0	0	1	0	140	0	0	0	114	0	14	0	0	0	0	49	0	0	0	0	2	12	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae;Acetanaerobacterium;uncultured rumen bacterium	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	10	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	4	0	35	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hydrogenoanaerobacterium;Selenomonadales bacterium Marseille-P2399;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;?;?	4	5900	12626	2	16532	172	246	695	405	1214	6	9808	2895	12	2816	674	8990	2	2496	1	1	8534	1	6685	0	382	33	0	1	1890	2509	322	893	11	13	0	7	11	5	14	0	0	536	417	1321	48	1869	230	2	5042	1759	250	49	2	8	2630	46	29	48	0	1015	102	27	266	0	703	0	17	483	661	23	7	1646	67	1903	2	0	4310	0	24	18	3218	26	3538	173	2012	0	97	163	581	400	594	2564	19	2814	628	0	1245	75	9	11841	3	115	3443	271	40	7676	685	3207	17	20	21	0	354	0	1725	58	56	89	6152	282	209	8	4	384	3	5468	19	55	878	66	1043	4343	2	2	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;?;Intestinimonas sp.	0	0	3	0	2	0	0	12	0	2	0	6	0	0	0	2	0	0	17	0	0	13	0	9	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	2	1	0	0	0	0	3	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	1	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	2	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;?;uncultured Clostridiales bacterium	0	0	0	0	2	0	0	0	0	2	0	3	0	0	6	0	0	0	1	0	0	7	0	6	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;?	0	324	883	0	1481	80	42	175	55	123	4	3682	1030	11	3683	20	1031	11	674	0	0	540	0	390	0	96	5	0	0	418	722	39	218	0	1	0	0	0	114	17	117	534	351	8	763	32	869	17	2	1210	433	0	0	0	0	362	0	14	0	0	66	83	0	91	0	295	0	0	56	20	0	0	428	0	446	0	0	518	21	0	2	189	129	126	2	313	0	0	10	17	102	27	837	44	71	103	8	344	7	3	1201	17	44	564	0	13	1424	372	803	0	10	0	0	44	0	291	0	0	0	429	0	22	0	0	96	0	1872	0	6	305	0	532	25	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;Clostridiales bacterium	0	4199	2536	0	632	309	24	523	133	1819	0	424	124	0	261	5	589	0	1958	0	0	2162	0	1334	0	5	4	0	0	668	3787	310	6993	0	0	0	0	0	0	6	56	0	4	0	3243	0	7832	9	16	10137	8	117	0	1	32	5323	0	2	0	0	232	9	0	6	0	102	0	13	883	11	0	0	3934	219	234	0	0	7969	75	14	13	1133	0	1795	17	6986	0	15	0	16	847	115	2403	16	60	437	1	43	14	0	2495	0	0	4647	0	73	1257	0	646	0	1	0	34	130	0	4908	1034	0	0	5111	0	280	0	0	806	0	29632	0	0	8	0	3	1893	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;Firmicutes bacterium	0	0	0	0	1	0	0	0	0	1	0	21	6	0	26	0	36	0	3	0	0	3	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	11	1	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	14	0	0	3	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	26	0	3	0	0	22	0	0	0	0	0	15	0	2	0	0	0	0	0	0	5	0	0	0	4	0	3	0	0	0	0	2	0	0	6	0	2	0	0	0	0
